song_id,n_samples,n_quadrant_transitions,is_emotionally_stable,is_emotionally_changing,dominant_emotion_quadrant,dominant_emotion_class,pct_time_Q1,pct_time_Q2,pct_time_Q3,pct_time_Q4,split,track_id,n_transitions,is_stable,dominant_quadrant
303,60,0,True,False,Q1,high_valence_high_arousal,100.0,0.0,0.0,0.0,train,303,0,True,Q1
304,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,train,304,0,True,Q4
305,60,0,True,False,Q1,high_valence_high_arousal,100.0,0.0,0.0,0.0,val,305,0,True,Q1
306,60,0,True,False,Q1,high_valence_high_arousal,100.0,0.0,0.0,0.0,train,306,0,True,Q1
307,60,0,True,False,Q1,high_valence_high_arousal,100.0,0.0,0.0,0.0,test,307,0,True,Q1
308,60,0,True,False,Q2,high_valence_low_arousal,0.0,100.0,0.0,0.0,train,308,0,True,Q2
309,60,8,False,True,Q2,high_valence_low_arousal,45.0,55.00000000000001,0.0,0.0,train,309,8,False,Q2
310,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,train,310,0,True,Q4
311,60,0,True,False,Q1,high_valence_high_arousal,100.0,0.0,0.0,0.0,train,311,0,True,Q1
312,60,0,True,False,Q2,high_valence_low_arousal,0.0,100.0,0.0,0.0,train,312,0,True,Q2
313,60,0,True,False,Q2,high_valence_low_arousal,0.0,100.0,0.0,0.0,val,313,0,True,Q2
314,60,0,True,False,Q1,high_valence_high_arousal,100.0,0.0,0.0,0.0,train,314,0,True,Q1
315,60,0,True,False,Q1,high_valence_high_arousal,100.0,0.0,0.0,0.0,train,315,0,True,Q1
316,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,test,316,0,True,Q4
317,60,0,True,False,Q3,low_valence_high_arousal,0.0,0.0,100.0,0.0,test,317,0,True,Q3
318,60,0,True,False,Q1,high_valence_high_arousal,100.0,0.0,0.0,0.0,train,318,0,True,Q1
319,60,1,False,True,Q2,high_valence_low_arousal,0.0,83.33333333333334,0.0,16.666666666666664,train,319,1,False,Q2
320,60,0,True,False,Q1,high_valence_high_arousal,100.0,0.0,0.0,0.0,train,320,0,True,Q1
321,60,0,True,False,Q1,high_valence_high_arousal,100.0,0.0,0.0,0.0,test,321,0,True,Q1
322,60,0,True,False,Q1,high_valence_high_arousal,100.0,0.0,0.0,0.0,train,322,0,True,Q1
323,60,0,True,False,Q2,high_valence_low_arousal,0.0,100.0,0.0,0.0,train,323,0,True,Q2
324,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,val,324,0,True,Q4
325,60,4,False,True,Q1,high_valence_high_arousal,90.0,0.0,10.0,0.0,train,325,4,False,Q1
326,60,1,False,True,Q1,high_valence_high_arousal,81.66666666666667,18.333333333333332,0.0,0.0,train,326,1,False,Q1
327,60,0,True,False,Q1,high_valence_high_arousal,100.0,0.0,0.0,0.0,train,327,0,True,Q1
328,60,0,True,False,Q3,low_valence_high_arousal,0.0,0.0,100.0,0.0,train,328,0,True,Q3
329,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,val,329,0,True,Q4
330,60,0,True,False,Q3,low_valence_high_arousal,0.0,0.0,100.0,0.0,train,330,0,True,Q3
332,60,0,True,False,Q1,high_valence_high_arousal,100.0,0.0,0.0,0.0,train,332,0,True,Q1
333,60,4,False,True,Q1,high_valence_high_arousal,66.66666666666666,0.0,33.33333333333333,0.0,train,333,4,False,Q1
334,60,0,True,False,Q1,high_valence_high_arousal,100.0,0.0,0.0,0.0,train,334,0,True,Q1
335,60,0,True,False,Q1,high_valence_high_arousal,100.0,0.0,0.0,0.0,train,335,0,True,Q1
336,60,0,True,False,Q1,high_valence_high_arousal,100.0,0.0,0.0,0.0,test,336,0,True,Q1
338,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,val,338,0,True,Q4
339,60,0,True,False,Q1,high_valence_high_arousal,100.0,0.0,0.0,0.0,train,339,0,True,Q1
340,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,train,340,0,True,Q4
341,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,train,341,0,True,Q4
342,60,1,False,True,Q2,high_valence_low_arousal,0.0,78.33333333333333,0.0,21.666666666666668,test,342,1,False,Q2
343,60,0,True,False,Q1,high_valence_high_arousal,100.0,0.0,0.0,0.0,train,343,0,True,Q1
344,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,train,344,0,True,Q4
345,60,0,True,False,Q1,high_valence_high_arousal,100.0,0.0,0.0,0.0,train,345,0,True,Q1
346,60,0,True,False,Q1,high_valence_high_arousal,100.0,0.0,0.0,0.0,train,346,0,True,Q1
347,60,0,True,False,Q2,high_valence_low_arousal,0.0,100.0,0.0,0.0,val,347,0,True,Q2
348,60,1,False,True,Q2,high_valence_low_arousal,21.666666666666668,78.33333333333333,0.0,0.0,val,348,1,False,Q2
349,60,0,True,False,Q2,high_valence_low_arousal,0.0,100.0,0.0,0.0,train,349,0,True,Q2
350,60,0,True,False,Q1,high_valence_high_arousal,100.0,0.0,0.0,0.0,train,350,0,True,Q1
352,60,8,False,True,Q3,low_valence_high_arousal,0.0,0.0,93.33333333333333,6.666666666666667,test,352,8,False,Q3
353,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,train,353,0,True,Q4
354,60,0,True,False,Q1,high_valence_high_arousal,100.0,0.0,0.0,0.0,test,354,0,True,Q1
355,60,0,True,False,Q2,high_valence_low_arousal,0.0,100.0,0.0,0.0,train,355,0,True,Q2
356,60,0,True,False,Q2,high_valence_low_arousal,0.0,100.0,0.0,0.0,train,356,0,True,Q2
357,60,0,True,False,Q2,high_valence_low_arousal,0.0,100.0,0.0,0.0,train,357,0,True,Q2
358,60,1,False,True,Q3,low_valence_high_arousal,0.0,0.0,95.0,5.0,train,358,1,False,Q3
359,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,train,359,0,True,Q4
360,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,train,360,0,True,Q4
361,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,train,361,0,True,Q4
362,60,0,True,False,Q2,high_valence_low_arousal,0.0,100.0,0.0,0.0,train,362,0,True,Q2
364,60,3,False,True,Q2,high_valence_low_arousal,41.66666666666667,58.333333333333336,0.0,0.0,train,364,3,False,Q2
365,60,0,True,False,Q1,high_valence_high_arousal,100.0,0.0,0.0,0.0,train,365,0,True,Q1
366,60,0,True,False,Q1,high_valence_high_arousal,100.0,0.0,0.0,0.0,test,366,0,True,Q1
367,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,train,367,0,True,Q4
368,60,0,True,False,Q2,high_valence_low_arousal,0.0,100.0,0.0,0.0,train,368,0,True,Q2
369,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,train,369,0,True,Q4
370,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,train,370,0,True,Q4
371,60,0,True,False,Q2,high_valence_low_arousal,0.0,100.0,0.0,0.0,train,371,0,True,Q2
372,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,train,372,0,True,Q4
374,60,0,True,False,Q3,low_valence_high_arousal,0.0,0.0,100.0,0.0,train,374,0,True,Q3
375,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,val,375,0,True,Q4
376,60,1,False,True,Q2,high_valence_low_arousal,46.666666666666664,53.333333333333336,0.0,0.0,train,376,1,False,Q2
378,60,0,True,False,Q1,high_valence_high_arousal,100.0,0.0,0.0,0.0,test,378,0,True,Q1
379,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,train,379,0,True,Q4
380,60,2,False,True,Q1,high_valence_high_arousal,60.0,40.0,0.0,0.0,test,380,2,False,Q1
381,60,0,True,False,Q1,high_valence_high_arousal,100.0,0.0,0.0,0.0,val,381,0,True,Q1
383,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,train,383,0,True,Q4
384,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,test,384,0,True,Q4
386,60,2,False,True,Q1,high_valence_high_arousal,83.33333333333334,16.666666666666664,0.0,0.0,val,386,2,False,Q1
387,60,2,False,True,Q1,high_valence_high_arousal,68.33333333333333,21.666666666666668,0.0,10.0,val,387,2,False,Q1
390,60,0,True,False,Q1,high_valence_high_arousal,100.0,0.0,0.0,0.0,test,390,0,True,Q1
391,60,0,True,False,Q1,high_valence_high_arousal,100.0,0.0,0.0,0.0,train,391,0,True,Q1
392,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,train,392,0,True,Q4
393,60,0,True,False,Q1,high_valence_high_arousal,100.0,0.0,0.0,0.0,train,393,0,True,Q1
395,60,0,True,False,Q1,high_valence_high_arousal,100.0,0.0,0.0,0.0,val,395,0,True,Q1
397,60,0,True,False,Q1,high_valence_high_arousal,100.0,0.0,0.0,0.0,train,397,0,True,Q1
399,60,0,True,False,Q1,high_valence_high_arousal,100.0,0.0,0.0,0.0,train,399,0,True,Q1
400,60,6,False,True,Q4,low_valence_low_arousal,21.666666666666668,28.333333333333332,0.0,50.0,val,400,6,False,Q4
401,60,2,False,True,Q1,high_valence_high_arousal,65.0,35.0,0.0,0.0,val,401,2,False,Q1
402,60,0,True,False,Q1,high_valence_high_arousal,100.0,0.0,0.0,0.0,train,402,0,True,Q1
403,60,2,False,True,Q4,low_valence_low_arousal,0.0,36.666666666666664,0.0,63.33333333333333,train,403,2,False,Q4
404,60,0,True,False,Q1,high_valence_high_arousal,100.0,0.0,0.0,0.0,train,404,0,True,Q1
405,60,0,True,False,Q1,high_valence_high_arousal,100.0,0.0,0.0,0.0,train,405,0,True,Q1
406,60,2,False,True,Q3,low_valence_high_arousal,0.0,0.0,91.66666666666666,8.333333333333332,val,406,2,False,Q3
407,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,test,407,0,True,Q4
408,60,0,True,False,Q1,high_valence_high_arousal,100.0,0.0,0.0,0.0,train,408,0,True,Q1
410,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,train,410,0,True,Q4
415,60,0,True,False,Q3,low_valence_high_arousal,0.0,0.0,100.0,0.0,test,415,0,True,Q3
416,60,4,False,True,Q1,high_valence_high_arousal,56.666666666666664,33.33333333333333,10.0,0.0,train,416,4,False,Q1
419,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,test,419,0,True,Q4
420,60,5,False,True,Q2,high_valence_low_arousal,0.0,51.66666666666667,0.0,48.333333333333336,train,420,5,False,Q2
422,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,test,422,0,True,Q4
423,60,0,True,False,Q3,low_valence_high_arousal,0.0,0.0,100.0,0.0,test,423,0,True,Q3
425,60,0,True,False,Q1,high_valence_high_arousal,100.0,0.0,0.0,0.0,train,425,0,True,Q1
426,60,2,False,True,Q3,low_valence_high_arousal,0.0,0.0,76.66666666666667,23.333333333333332,train,426,2,False,Q3
427,60,1,False,True,Q1,high_valence_high_arousal,98.33333333333333,1.6666666666666667,0.0,0.0,train,427,1,False,Q1
428,60,1,False,True,Q3,low_valence_high_arousal,33.33333333333333,0.0,66.66666666666666,0.0,train,428,1,False,Q3
429,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,val,429,0,True,Q4
430,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,train,430,0,True,Q4
431,60,0,True,False,Q1,high_valence_high_arousal,100.0,0.0,0.0,0.0,train,431,0,True,Q1
432,60,0,True,False,Q2,high_valence_low_arousal,0.0,100.0,0.0,0.0,train,432,0,True,Q2
435,60,1,False,True,Q1,high_valence_high_arousal,51.66666666666667,48.333333333333336,0.0,0.0,train,435,1,False,Q1
436,60,0,True,False,Q2,high_valence_low_arousal,0.0,100.0,0.0,0.0,train,436,0,True,Q2
437,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,val,437,0,True,Q4
440,60,0,True,False,Q1,high_valence_high_arousal,100.0,0.0,0.0,0.0,train,440,0,True,Q1
441,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,test,441,0,True,Q4
442,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,test,442,0,True,Q4
444,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,test,444,0,True,Q4
445,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,test,445,0,True,Q4
448,60,0,True,False,Q1,high_valence_high_arousal,100.0,0.0,0.0,0.0,val,448,0,True,Q1
449,60,2,False,True,Q4,low_valence_low_arousal,0.0,5.0,0.0,95.0,val,449,2,False,Q4
450,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,train,450,0,True,Q4
451,60,1,False,True,Q4,low_valence_low_arousal,0.0,0.0,28.333333333333332,71.66666666666667,train,451,1,False,Q4
452,60,1,False,True,Q1,high_valence_high_arousal,91.66666666666666,8.333333333333332,0.0,0.0,test,452,1,False,Q1
453,60,1,False,True,Q2,high_valence_low_arousal,0.0,86.66666666666667,0.0,13.333333333333334,test,453,1,False,Q2
454,60,2,False,True,Q4,low_valence_low_arousal,18.333333333333332,15.0,0.0,66.66666666666666,train,454,2,False,Q4
455,60,5,False,True,Q1,high_valence_high_arousal,85.0,15.0,0.0,0.0,test,455,5,False,Q1
456,60,0,True,False,Q3,low_valence_high_arousal,0.0,0.0,100.0,0.0,train,456,0,True,Q3
458,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,val,458,0,True,Q4
459,60,1,False,True,Q1,high_valence_high_arousal,76.66666666666667,23.333333333333332,0.0,0.0,train,459,1,False,Q1
460,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,train,460,0,True,Q4
461,60,1,False,True,Q4,low_valence_low_arousal,0.0,0.0,41.66666666666667,58.333333333333336,train,461,1,False,Q4
462,60,0,True,False,Q3,low_valence_high_arousal,0.0,0.0,100.0,0.0,test,462,0,True,Q3
463,60,0,True,False,Q1,high_valence_high_arousal,100.0,0.0,0.0,0.0,val,463,0,True,Q1
464,60,2,False,True,Q2,high_valence_low_arousal,1.6666666666666667,98.33333333333333,0.0,0.0,train,464,2,False,Q2
466,60,0,True,False,Q1,high_valence_high_arousal,100.0,0.0,0.0,0.0,train,466,0,True,Q1
467,60,0,True,False,Q1,high_valence_high_arousal,100.0,0.0,0.0,0.0,test,467,0,True,Q1
468,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,train,468,0,True,Q4
469,60,2,False,True,Q3,low_valence_high_arousal,1.6666666666666667,0.0,96.66666666666667,1.6666666666666667,val,469,2,False,Q3
472,60,0,True,False,Q3,low_valence_high_arousal,0.0,0.0,100.0,0.0,val,472,0,True,Q3
473,60,1,False,True,Q1,high_valence_high_arousal,98.33333333333333,0.0,1.6666666666666667,0.0,train,473,1,False,Q1
475,60,0,True,False,Q3,low_valence_high_arousal,0.0,0.0,100.0,0.0,train,475,0,True,Q3
477,60,0,True,False,Q1,high_valence_high_arousal,100.0,0.0,0.0,0.0,train,477,0,True,Q1
478,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,test,478,0,True,Q4
479,60,1,False,True,Q2,high_valence_low_arousal,0.0,70.0,0.0,30.0,val,479,1,False,Q2
480,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,train,480,0,True,Q4
481,60,9,False,True,Q2,high_valence_low_arousal,0.0,58.333333333333336,0.0,41.66666666666667,train,481,9,False,Q2
482,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,train,482,0,True,Q4
484,60,0,True,False,Q1,high_valence_high_arousal,100.0,0.0,0.0,0.0,val,484,0,True,Q1
485,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,val,485,0,True,Q4
486,60,0,True,False,Q1,high_valence_high_arousal,100.0,0.0,0.0,0.0,train,486,0,True,Q1
487,60,2,False,True,Q4,low_valence_low_arousal,0.0,1.6666666666666667,0.0,98.33333333333333,val,487,2,False,Q4
488,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,train,488,0,True,Q4
489,60,1,False,True,Q4,low_valence_low_arousal,0.0,48.333333333333336,0.0,51.66666666666667,train,489,1,False,Q4
490,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,test,490,0,True,Q4
492,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,test,492,0,True,Q4
493,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,train,493,0,True,Q4
494,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,train,494,0,True,Q4
496,60,0,True,False,Q2,high_valence_low_arousal,0.0,100.0,0.0,0.0,test,496,0,True,Q2
497,60,0,True,False,Q1,high_valence_high_arousal,100.0,0.0,0.0,0.0,train,497,0,True,Q1
498,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,train,498,0,True,Q4
499,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,val,499,0,True,Q4
500,60,1,False,True,Q1,high_valence_high_arousal,51.66666666666667,0.0,48.333333333333336,0.0,train,500,1,False,Q1
501,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,train,501,0,True,Q4
502,60,2,False,True,Q4,low_valence_low_arousal,0.0,0.0,25.0,75.0,train,502,2,False,Q4
503,60,0,True,False,Q1,high_valence_high_arousal,100.0,0.0,0.0,0.0,val,503,0,True,Q1
504,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,train,504,0,True,Q4
506,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,test,506,0,True,Q4
507,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,train,507,0,True,Q4
512,60,1,False,True,Q2,high_valence_low_arousal,0.0,66.66666666666666,0.0,33.33333333333333,train,512,1,False,Q2
513,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,train,513,0,True,Q4
514,60,0,True,False,Q2,high_valence_low_arousal,0.0,100.0,0.0,0.0,val,514,0,True,Q2
515,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,train,515,0,True,Q4
518,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,test,518,0,True,Q4
519,60,0,True,False,Q1,high_valence_high_arousal,100.0,0.0,0.0,0.0,train,519,0,True,Q1
520,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,test,520,0,True,Q4
521,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,train,521,0,True,Q4
522,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,train,522,0,True,Q4
523,60,0,True,False,Q2,high_valence_low_arousal,0.0,100.0,0.0,0.0,train,523,0,True,Q2
524,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,test,524,0,True,Q4
525,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,train,525,0,True,Q4
527,60,1,False,True,Q2,high_valence_low_arousal,0.0,88.33333333333333,0.0,11.666666666666666,train,527,1,False,Q2
529,60,0,True,False,Q2,high_valence_low_arousal,0.0,100.0,0.0,0.0,train,529,0,True,Q2
530,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,train,530,0,True,Q4
535,60,0,True,False,Q1,high_valence_high_arousal,100.0,0.0,0.0,0.0,train,535,0,True,Q1
536,60,1,False,True,Q4,low_valence_low_arousal,0.0,0.0,15.0,85.0,train,536,1,False,Q4
537,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,train,537,0,True,Q4
540,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,train,540,0,True,Q4
544,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,test,544,0,True,Q4
547,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,train,547,0,True,Q4
550,60,0,True,False,Q2,high_valence_low_arousal,0.0,100.0,0.0,0.0,val,550,0,True,Q2
551,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,train,551,0,True,Q4
554,60,3,False,True,Q4,low_valence_low_arousal,0.0,5.0,0.0,95.0,train,554,3,False,Q4
555,60,1,False,True,Q3,low_valence_high_arousal,16.666666666666664,0.0,83.33333333333334,0.0,train,555,1,False,Q3
556,60,14,False,True,Q1,high_valence_high_arousal,76.66666666666667,23.333333333333332,0.0,0.0,val,556,14,False,Q1
558,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,train,558,0,True,Q4
560,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,train,560,0,True,Q4
561,60,0,True,False,Q1,high_valence_high_arousal,100.0,0.0,0.0,0.0,train,561,0,True,Q1
564,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,train,564,0,True,Q4
565,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,val,565,0,True,Q4
568,60,8,False,True,Q3,low_valence_high_arousal,0.0,0.0,73.33333333333333,26.666666666666668,train,568,8,False,Q3
574,60,0,True,False,Q2,high_valence_low_arousal,0.0,100.0,0.0,0.0,train,574,0,True,Q2
577,60,2,False,True,Q1,high_valence_high_arousal,61.66666666666667,10.0,0.0,28.333333333333332,train,577,2,False,Q1
579,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,train,579,0,True,Q4
580,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,train,580,0,True,Q4
581,60,2,False,True,Q1,high_valence_high_arousal,75.0,25.0,0.0,0.0,train,581,2,False,Q1
582,60,1,False,True,Q4,low_valence_low_arousal,0.0,25.0,0.0,75.0,test,582,1,False,Q4
584,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,train,584,0,True,Q4
585,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,train,585,0,True,Q4
586,60,0,True,False,Q1,high_valence_high_arousal,100.0,0.0,0.0,0.0,train,586,0,True,Q1
591,60,0,True,False,Q1,high_valence_high_arousal,100.0,0.0,0.0,0.0,train,591,0,True,Q1
592,60,16,False,True,Q4,low_valence_low_arousal,0.0,0.0,45.0,55.00000000000001,train,592,16,False,Q4
594,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,train,594,0,True,Q4
597,60,0,True,False,Q2,high_valence_low_arousal,0.0,100.0,0.0,0.0,test,597,0,True,Q2
598,60,0,True,False,Q2,high_valence_low_arousal,0.0,100.0,0.0,0.0,val,598,0,True,Q2
600,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,test,600,0,True,Q4
605,60,0,True,False,Q2,high_valence_low_arousal,0.0,100.0,0.0,0.0,val,605,0,True,Q2
606,60,1,False,True,Q2,high_valence_low_arousal,0.0,63.33333333333333,0.0,36.666666666666664,train,606,1,False,Q2
607,60,0,True,False,Q2,high_valence_low_arousal,0.0,100.0,0.0,0.0,train,607,0,True,Q2
608,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,train,608,0,True,Q4
609,60,0,True,False,Q1,high_valence_high_arousal,100.0,0.0,0.0,0.0,train,609,0,True,Q1
610,60,0,True,False,Q1,high_valence_high_arousal,100.0,0.0,0.0,0.0,train,610,0,True,Q1
611,60,2,False,True,Q4,low_valence_low_arousal,0.0,11.666666666666666,0.0,88.33333333333333,train,611,2,False,Q4
612,60,0,True,False,Q1,high_valence_high_arousal,100.0,0.0,0.0,0.0,train,612,0,True,Q1
613,60,3,False,True,Q2,high_valence_low_arousal,20.0,80.0,0.0,0.0,train,613,3,False,Q2
614,60,1,False,True,Q4,low_valence_low_arousal,0.0,0.0,46.666666666666664,53.333333333333336,train,614,1,False,Q4
615,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,train,615,0,True,Q4
616,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,train,616,0,True,Q4
617,60,0,True,False,Q3,low_valence_high_arousal,0.0,0.0,100.0,0.0,test,617,0,True,Q3
620,60,0,True,False,Q3,low_valence_high_arousal,0.0,0.0,100.0,0.0,val,620,0,True,Q3
621,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,train,621,0,True,Q4
622,60,2,False,True,Q4,low_valence_low_arousal,0.0,5.0,0.0,95.0,test,622,2,False,Q4
623,60,1,False,True,Q2,high_valence_low_arousal,0.0,71.66666666666667,0.0,28.333333333333332,train,623,1,False,Q2
625,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,train,625,0,True,Q4
628,60,8,False,True,Q2,high_valence_low_arousal,20.0,80.0,0.0,0.0,train,628,8,False,Q2
629,60,0,True,False,Q1,high_valence_high_arousal,100.0,0.0,0.0,0.0,train,629,0,True,Q1
631,60,0,True,False,Q3,low_valence_high_arousal,0.0,0.0,100.0,0.0,train,631,0,True,Q3
632,60,0,True,False,Q2,high_valence_low_arousal,0.0,100.0,0.0,0.0,train,632,0,True,Q2
634,60,2,False,True,Q2,high_valence_low_arousal,0.0,98.33333333333333,0.0,1.6666666666666667,train,634,2,False,Q2
635,60,0,True,False,Q1,high_valence_high_arousal,100.0,0.0,0.0,0.0,test,635,0,True,Q1
637,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,train,637,0,True,Q4
638,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,train,638,0,True,Q4
639,60,2,False,True,Q1,high_valence_high_arousal,96.66666666666667,3.3333333333333335,0.0,0.0,train,639,2,False,Q1
640,60,0,True,False,Q1,high_valence_high_arousal,100.0,0.0,0.0,0.0,train,640,0,True,Q1
643,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,test,643,0,True,Q4
644,60,0,True,False,Q2,high_valence_low_arousal,0.0,100.0,0.0,0.0,train,644,0,True,Q2
645,60,0,True,False,Q2,high_valence_low_arousal,0.0,100.0,0.0,0.0,train,645,0,True,Q2
646,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,train,646,0,True,Q4
647,60,0,True,False,Q2,high_valence_low_arousal,0.0,100.0,0.0,0.0,test,647,0,True,Q2
648,60,1,False,True,Q2,high_valence_low_arousal,33.33333333333333,66.66666666666666,0.0,0.0,val,648,1,False,Q2
649,60,2,False,True,Q1,high_valence_high_arousal,96.66666666666667,3.3333333333333335,0.0,0.0,val,649,2,False,Q1
650,60,0,True,False,Q3,low_valence_high_arousal,0.0,0.0,100.0,0.0,train,650,0,True,Q3
651,60,0,True,False,Q1,high_valence_high_arousal,100.0,0.0,0.0,0.0,val,651,0,True,Q1
652,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,train,652,0,True,Q4
653,60,0,True,False,Q1,high_valence_high_arousal,100.0,0.0,0.0,0.0,train,653,0,True,Q1
654,60,0,True,False,Q3,low_valence_high_arousal,0.0,0.0,100.0,0.0,train,654,0,True,Q3
656,60,0,True,False,Q4,low_valence_low_arousal,0.0,0.0,0.0,100.0,train,656,0,True,Q4
